month,race_id,trio_key,group_score_percentile,role_ok,top3_spread,unordered_role_set,group_market_p,effective_group_odds,entropy_norm,hhi,rank1_conditional_share,rank6_conditional_share,rank1_to_rank6_share_ratio,group_hit,winner_odds_rank,rank1_exact_hit,rank1_posted_odds,rank1_order,rank1_exact_market_p,race_uid
2022_01,3820220109030002,2-4-6,0.22857142857142856,1,0,BANTE+BANTE+BANTE,0.015002864332162967,66.65393873196678,0.8149350765664176,0.28803302481491755,0.44248815635203054,0.05053935200132548,8.75531914893617,0,,0,112.8,4-2-6,0.006638589778338429,2022_01|3820220109030002
2022_01,3820220109030002,4-5-6,0.3142857142857143,1,0,BANTE+BANTE+RYO,0.013392661803567903,74.66775572079275,0.81979287492613,0.2882826219088274,0.4538447570508642,0.04912033213446937,9.239448051948049,0,,0,123.2,4-5-6,0.006078189342504664,2022_01|3820220109030002
2022_01,2720220110020006,4-5-7,0.34285714285714286,1,0,BANTE+BANTE+RYO,0.0433624065099717,23.061450700851626,0.9840773985057942,0.17657507909119416,0.23736929267560494,0.12325595225951527,1.9258241758241756,0,,0,72.8,7-4-5,0.01029290376198403,2022_01|2720220110020006
2022_01,2720220110010007,5-6-7,0.34285714285714286,1,0,BANTE+BANTE+BANTE,0.006461691314035738,154.75824384056443,0.8444998079157379,0.268632951650294,0.41890344701202603,0.051628980323194545,8.113726910539658,0,,0,276.1,5-7-6,0.0027068247649772387,2022_01|2720220110010007
2022_01,2720220110020010,2-3-5,0.2857142857142857,1,0,BANTE+BANTE+BANTE,0.015853593305122975,63.07718261429459,0.9967237101182835,0.1686363271640963,0.19247742274661775,0.14447571829636097,1.3322475570032577,0,,0,245.6,5-3-2,0.0030514587806431035,2022_01|2720220110020010
2022_01,8120220110010005,1-2-6,0.2571428571428571,1,0,BANTE+BANTE+RYO,0.00555920400543886,179.88186780367255,0.8053007977054253,0.28816420759327965,0.3964589491920144,0.03871255426730498,10.241095083897557,0,,0,339.7,1-2-6,0.002203996178340328,2022_01|8120220110010005
2022_01,8120220110010005,2-3-6,0.37142857142857144,1,0,BANTE+BANTE+BANTE,0.004846117669968494,206.35074674249526,0.8502283450782777,0.2596501481530449,0.36558042730004636,0.0511502743269102,7.14718409843824,0,,0,422.6,2-3-6,0.0017716457685333872,2022_01|8120220110010005
2022_01,8120220110020005,2-3-5,0.22857142857142856,1,0,BANTE+RYO+RYO,0.016318598221792397,61.27977332419196,0.9066162090385964,0.21965400673183622,0.30501815215496103,0.05506509432733901,5.539228723404256,0,,0,150.4,2-3-5,0.00497746867537035,2022_01|8120220110020005
2022_01,8120220110020005,2-3-6,0.3142857142857143,1,0,BANTE+BANTE+RYO,0.09515849628984237,10.508783124883662,0.8748407655501056,0.2517026913832104,0.4076162527763468,0.06093720897431055,6.689119170984457,0,,0,19.3,2-6-3,0.03878814967749744,2022_01|8120220110020005
2022_01,8120220110010006,2-3-6,0.37142857142857144,1,0,BANTE+BANTE+RYO,0.009164028312691481,109.12231672343003,0.9858333211054657,0.17546269405676515,0.2272769317025881,0.1302300082565811,1.7451963241436927,0,,0,359.1,2-3-6,0.0020827722369441653,2022_01|8120220110010006
2022_01,8120220110020006,2-3-4,0.22857142857142856,1,0,BANTE+BANTE+BANTE,0.013160128170615739,75.98710187586356,0.9396665848514122,0.20358318252069338,0.30461172686889537,0.08246394815787776,3.6938775510204076,0,,0,186.2,2-3-4,0.004008729367867257,2022_01|8120220110020006
2022_01,8120220110030007,2-4-5,0.2857142857142857,1,0,BANTE+RYO+RYO,0.023511643822353125,42.53211759907975,0.9578011052869418,0.19466603654709053,0.3071890302787814,0.09716532802332827,3.1615087040618945,0,,0,103.4,5-4-2,0.007222519066048759,2022_01|8120220110030007
2022_01,8120220110010008,2-3-4,0.2571428571428571,1,0,BANTE+BANTE+BANTE,0.006633197586817704,150.75685397753287,0.9899408750670039,0.1726730881193451,0.2117092743210179,0.12597244908572724,1.6805998125585755,0,,0,533.5,2-3-4,0.0014043094475331033,2022_01|8120220110010008
2022_01,2320220110020008,1-4-7,0.3142857142857143,1,0,BANTE+RYO+RYO,0.09852273135816808,10.1499419089856,0.9387264568867699,0.20625899947765292,0.31663259775756863,0.0917775645674112,3.45,0,,0,24.0,4-1-7,0.03119550836810783,2022_01|2320220110020008
